phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,e_Gmag,e_BPmag,e_RPmag,clase_real
13.115977,13.87076,12.269805,1.600955,0.0001936837365973,0.0009189230894959,0.0004057613144705,Gigante
13.267236,13.88759,12.511744,1.3758469,0.0001016121160665,0.0005779596177481,0.0003823768226078,Gigante
14.424415,14.94009,13.742438,1.1976519,0.0002763459588533,0.0016646230969139,0.0015827307917229,Enana
11.801405,12.390003,11.070415,1.3195887,0.0001742484072169,0.0005510426539077,0.0002802249253862,Gigante
11.068724,12.115496,10.063644,2.0518513,0.0003558523441951,0.0008961968322343,0.0004258378902113,Gigante
13.793334,14.740181,12.8339,1.9062805,0.0001725896184931,0.0007215099745355,0.0003382714436159,Gigante
14.556427,15.023447,13.915192,1.1082554,0.0003127082068103,0.0027283012675704,0.0019126398236597,Enana
12.601947,13.342134,11.763914,1.5782204,0.0002841804733982,0.0009569396004929,0.00049137274714,Gigante
15.041358,15.518527,14.3881,1.1304274,0.0003351860168595,0.0021908725803802,0.0011437638435277,Enana
13.065048,14.169041,12.0348625,2.1341782,0.0001794208406504,0.001072827793091,0.0003979514933695,Gigante
11.400315,12.246155,10.501699,1.7444553,0.0003396903787927,0.0009020274105837,0.0003831845534697,Gigante
15.202754,15.8116865,14.454733,1.3569536,0.0004382426750489,0.0026276989459629,0.0019766899792753,Enana
12.246179,12.83395,11.51371,1.32024,0.0003112917817151,0.0008795556010572,0.0005133912065265,Gigante
15.263753,15.817753,14.547741,1.2700119,0.0004258142407757,0.0024837544295698,0.002976641774338,Enana
16.972008,18.219133,15.872962,2.3461714,0.0011226958164759,0.013678545020983,0.0042982650081926,Enana
13.813123,14.607778,12.93705,1.6707277,0.0002114669265053,0.0010040095466349,0.0006862799811878,Gigante
12.085845,12.976361,11.163074,1.8132877,0.000170331942695,0.0007010979629561,0.0006319703154915,Gigante
15.89761,16.586372,15.098081,1.4882917,0.0004013302083459,0.0034175284833784,0.0018659233933878,Enana
12.851053,13.584154,12.017933,1.5662212,0.0002218732809919,0.0008243611828752,0.0004991785398373,Gigante
16.789528,18.117928,15.6525955,2.465332,0.0009774713253491,0.0119169013430727,0.0054006418755893,Enana
15.770605,16.650917,14.853981,1.796936,0.0005435414789765,0.0040639305962104,0.0018165128060916,Enana
10.377131,10.949385,9.656614,1.2927704,0.0001893679245491,0.0004264229877358,0.0002087553657712,Gigante
13.225328,13.923381,12.411943,1.5114374,0.000130304653304,0.0007163879431058,0.0003289640187876,Gigante
11.333832,11.897761,10.620492,1.2772694,0.0002566750565951,0.0008401439772389,0.0004075584011921,Gigante
15.872113,16.34272,15.241457,1.101263,0.0004694809745301,0.0047731732836954,0.0033412552068395,Enana
17.397154,18.655264,16.325289,2.3299751,0.0013026746380535,0.0368155808279305,0.0051343266184646,Enana
14.65058,15.0030775,14.119422,0.88365555,0.0003099277750059,0.0015011043748713,0.0008067277720066,Enana
17.596369,19.326342,16.34877,2.9775715,0.0017250419885966,0.0362154905797984,0.0083542952033104,Enana
17.067354,18.745522,15.823593,2.9219284,0.0011217488446862,0.0456321121159883,0.0049055119684774,Enana
13.0345335,14.148013,11.997543,2.1504698,0.0002563982226735,0.0011196160634423,0.0004381734621994,Gigante
14.143259,14.630814,13.501569,1.1292448,0.0002770178046192,0.0009725569087675,0.000718727407128,Enana
12.767705,13.268145,12.096717,1.1714277,0.0003625826839618,0.0009855215434179,0.0004933166080348,Enana
11.586741,12.107784,10.917255,1.1905289,0.0004276384068702,0.0006144374084045,0.0004321393809786,Enana
14.268355,14.835762,13.54825,1.2875118,0.0002035040838774,0.0011934178991881,0.0009609135897779,Gigante
13.913179,14.330989,13.332649,0.99833965,0.0002102659661963,0.0010391886178748,0.0006882008670942,Enana
12.792733,13.403553,12.043126,1.3604269,0.0002545674784097,0.000892188990341,0.0006245767835584,Gigante
10.757564,11.354767,10.018714,1.3360529,0.0001182401401526,0.0006918382537972,0.0003358353849739,Gigante
14.796494,15.740848,13.837515,1.9033327,0.0003078855730339,0.0023982587864788,0.0011616040236089,Enana
12.878233,13.76823,11.948246,1.8199844,0.0001528133868063,0.0007165363298322,0.0004151184938787,Gigante
15.240725,15.670906,14.627682,1.0432243,0.0003202405618649,0.0019805651675006,0.0015097095041371,Enana
12.41796,12.976219,11.714768,1.2614508,0.0002608107699885,0.0010741205162543,0.0005292987604977,Gigante
15.649777,16.345993,14.849366,1.4966269,0.0004040467220662,0.0033567856577551,0.0014390756106763,Enana
15.424881,16.287199,14.51446,1.7727394,0.0004477954548508,0.0038690212578833,0.0013999349687828,Enana
15.653598,16.234009,14.913577,1.3204317,0.0004412025705684,0.0036511554109792,0.0028782501949423,Enana
